     price lotsize bedrooms bathrms stories driveway recroom fullbase gashw
137    no        0       no
138    no        0       no
139    no        1       no
140    no        0       no
141    no        0       no
142    no        1       no
143    no        2       no
144    no        0       no
145   yes        0       no
146    no        1       no
147   yes        0       no
148    no        1       no
149    no        0       no
150    no        0       no
151    no        1       no
152    no        0       no
153    no        1       no
154    no        1       no
155    no        0       no
156    no        0       no
157   yes        0       no
158    no        0       no
159    no        0       no
160    no        0       no
161   yes        1       no
162    no        2       no
163    no        0       no
164    no        0       no
165    no        0       no
166    no        2       no
167   yes        0       no
168    no        0       no
169   yes        1       no
170    no        0       no
171    no        0       no
172    no        0       no
173    no        0       no
174    no        1       no
175    no        0       no
176    no        2       no
177    no        0       no
178   yes        2       no
179    no        2       no
180    no        0       no
181    no        1       no
182    no        0       no
183    no        0       no
184    no        0       no
185    no        0       no
186    no        1       no
187    no        0       no
188    no        1       no
189    no        0       no
190   yes        0       no
191    no        2       no
192   yes        0       no
193    no        1       no
194   yes        1       no
195    no        0       no
196    no        0       no
197    no        0       no
198    no        1       no
199    no        0       no
200    no        0       no
201    no        1       no
202   yes        1       no
203   yes        0       no
204    no        0       no
205    no        1       no
206    no        0       no
207    no        0       no
208    no        0       no
209    no        0       no
210    no        2       no
211    no        1       no
212    no        0       no
213    no        0       no
214    no        0       no
215    no        2       no
216    no        0       no
217    no        2       no
218    no        0       no
219    no        0       no
220    no        0       no
221    no        0       no
222   yes        2       no
223    no        1       no
224    no        1       no
225    no        1       no
226   yes        1       no
227   yes        2       no
228    no        2       no
229   yes        1       no
230    no        2       no
231   yes        1       no
232    no        1       no
233    no        0       no
234    no        0       no
235    no        0       no
236    no        1       no
237    no        3       no
238    no        1       no
239    no        2       no
240    no        0       no
241    no        0       no
242   yes        0       no
243    no        0       no
244    no        0       no
245    no        0       no
246    no        0       no
247    no        1       no
248    no        0       no
249    no        0       no
250    no        0       no
251    no        2       no
252    no        0       no
253    no        1       no
254   yes        1       no
255    no        0       no
256    no        1       no
257    no        2       no
258   yes        2       no
259    no        0       no
260    no        0       no
261    no        0       no
262    no        0       no
263    no        0       no
264    no        0       no
265    no        1       no
266    no        0       no
267    no        0       no
268    no        0       no
269    no        0       no
270   yes        0       no
271    no        0       no
272    no        0       no
273   yes        2       no
274    no        0       no
275   yes        0       no
276   yes        1       no
277   yes        2       no
278    no        1       no
279    no        0       no
280    no        0       no
281    no        2       no
282   yes        2       no
283   yes        2       no
284    no        0       no
285    no        2       no
286    no        0       no
287   yes        0       no
288    no        0       no
289    no        1       no
290    no        0       no
291    no        0       no
292    no        1       no
293    no        1       no
294    no        0       no
295    no        1       no
296    no        2       no
297    no        1       no
298    no        1       no
299    no        0       no
300    no        0       no
301    no        0       no
302   yes        2       no
303    no        1       no
304    no        2       no
305    no        2       no
306   yes        1       no
307    no        1       no
308    no        0       no
309   yes        0       no
310   yes        2       no
311    no        3       no
312    no        0       no
313   yes        0       no
314    no        0       no
315    no        0       no
316   yes        0       no
317    no        0       no
318   yes        0       no
319    no        0       no
320   yes        0       no
321   yes        1       no
322   yes        0       no
323   yes        0       no
324   yes        1       no
325    no        2       no
326   yes        1       no
327   yes        1       no
328   yes        2       no
329   yes        2       no
330    no        1       no
331   yes        2       no
332   yes        3       no
333    no        1       no
334    no        0       no
335    no        3       no
336    no        1       no
337   yes        0      yes
338   yes        2      yes
339   yes        2      yes
340    no        0       no
341    no        0       no
342    no        0       no
343    no        1       no
344    no        1       no
345   yes        0       no
346    no        0       no
347    no        2       no
348    no        1       no
349    no        0       no
350    no        2       no
351    no        0       no
352    no        0       no
353    no        2       no
354    no        2       no
355    no        0       no
356    no        1      yes
357   yes        0      yes
358   yes        0      yes
359    no        2      yes
360   yes        3      yes
361   yes        1      yes
362   yes        2      yes
363    no        2      yes
364    no        0       no
365   yes        2       no
366    no        1       no
367   yes        2       no
368    no        2       no
369    no        0       no
370    no        2      yes
371   yes        2      yes
372   yes        0      yes
373   yes        2      yes
374   yes        2      yes
375   yes        1      yes
376   yes        1      yes
377   yes        1      yes
378   yes        2      yes
379    no        2      yes
380   yes        0      yes
381   yes        1      yes
382   yes        0      yes
383   yes        2      yes
384    no        2      yes
385    no        0      yes
386    no        0      yes
387    no        2      yes
388   yes        2      yes
389    no        2      yes
390   yes        2      yes
391    no        2      yes
392   yes        1      yes
393   yes        0      yes
394    no        1      yes
395    no        0      yes
396    no        1      yes
397    no        1      yes
398    no        1      yes
399    no        2      yes
400   yes        0      yes
401   yes        2      yes
402   yes        2      yes
403   yes        0      yes
404    no        0      yes
405    no        0      yes
406    no        0      yes
407    no        2      yes
408    no        0      yes
409   yes        0      yes
410   yes        0      yes
411    no        1      yes
412   yes        0      yes
413   yes        0      yes
414   yes        0      yes
415    no        0      yes
416   yes        1      yes
417   yes        1      yes
418    no        2      yes
419   yes        3      yes
420    no        1      yes
421   yes        2      yes
422   yes        0      yes
423    no        2      yes
424    no        0      yes
425    no        1      yes
426    no        0      yes
427    no        1      yes
428    no        1      yes
429    no        0      yes
430   yes        0      yes
431    no        0      yes
432    no        0      yes
433    no        2      yes
434    no        0      yes
435   yes        2      yes
436   yes        0      yes
437    no        0      yes
438    no        0      yes
439    no        2      yes
440   yes        2      yes
441    no        2      yes
442    no        0      yes
443    no        0      yes
444   yes        2      yes
445   yes        0      yes
446    no        1      yes
447    no        1      yes
448   yes        1      yes
449    no        2      yes
450    no        0      yes
451    no        0      yes
452   yes        0      yes
453   yes        0      yes
454    no        1      yes
455    no        0      yes
456    no        1      yes
457   yes        0      yes
458   yes        0      yes
459    no        0      yes
460    no        0      yes
461    no        0      yes
462    no        0      yes
463    no        0      yes
464    no        0      yes
465    no        0      yes
466   yes        0      yes
467    no        0      yes
468    no        0      yes
469    no        0      yes
470    no        0      yes
471    no        1      yes
472    no        0      yes
473    no        3      yes
474    no        0      yes
475    no        0      yes
476    no        1      yes
477    no        1      yes
478    no        2      yes
479   yes        0      yes
480    no        1      yes
481    no        0      yes
482   yes        2      yes
483    no        0      yes
484    no        0      yes
485    no        2      yes
486   yes        1      yes
487    no        0       no
488    no        1       no
489    no        1       no
490    no        0       no
491    no        0       no
492    no        0       no
493    no        0       no
494    no        1       no
495   yes        0       no
496    no        0       no
497    no        0       no
498    no        1       no
499    no        0       no
500    no        3       no
501   yes        3       no
502   yes        2       no
503    no        0       no
504   yes        0       no
505    no        0       no
506    no        0       no
507    no        2       no
508   yes        2       no
509   yes        2       no
510    no        1       no
511    no        2       no
512    no        0       no
513   yes        0       no
514    no        0       no
515    no        1       no
516    no        0       no
517   yes        0       no
518   yes        0       no
519   yes        1       no
520    no        1       no
521   yes        1       no
522   yes        1       no
523   yes        1       no
524    no        2       no
525   yes        1       no
526   yes        2       no
527   yes        2       no
528   yes        1       no
529   yes        1       no
530   yes        0       no
531   yes        2       no
532   yes        2       no
533    no        2       no
534    no        0       no
535   yes        0       no
536   yes        0       no
537   yes        0       no
538   yes        0       no
539   yes        0       no
540    no        0       no
541    no        1       no
542   yes        0       no
543   yes        0       no
544   yes        1       no
545   yes        1       no
546   yes        1       no
